0.75,100,-4.997162409358173e+276,-5.036619735709201e+276,-5.052129942806668e+276
0.001,100,0.09556466471539223,0.09327300670184106,0.09280109897772068
0.005,100,0.3190180369046153,0.3035802465647321,0.29996322736840886
0.01,100,0.40091234745794085,0.3578522255453135,0.34683638742976003
0.05,100,0.4928296855358542,0.33598215351099725,0.28778497689814997
0.1,100,0.6044599872336701,0.3147551718161701,0.19853103651396498
0.5,100,0.7299194734366126,0.34723227454058464,0.042059161514643256
1,100,-399325871083.3321,-402478926743.0984,-403718355533.7517
5,100,-5.347330676807472e+124,-5.389552913016277e+124,-5.406149973392103e+124
10,100,-3.4201054397238987e+269,-3.447110408831447e+269,-3.4577257419584964e+269
0.75,100,-4.997162409358173e+276,-5.036619735709201e+276,-5.052129942806668e+276
0.001,100,0.09556466471539223,0.09327300670184106,0.09280109897772068
0.005,100,0.3190180369046153,0.3035802465647321,0.29996322736840886
0.01,100,0.40091234745794085,0.3578522255453135,0.34683638742976003
0.05,100,0.4928296855358542,0.33598215351099725,0.28778497689814997
0.1,100,0.6044599872336701,0.3147551718161701,0.19853103651396498
0.5,100,0.7299194734366126,0.34723227454058464,0.042059161514643256
1,100,-399325871083.3321,-402478926743.0984,-403718355533.7517
5,100,-5.347330676807472e+124,-5.389552913016277e+124,-5.406149973392103e+124
10,100,-3.4201054397238987e+269,-3.447110408831447e+269,-3.4577257419584964e+269
0.6,100,-4.58667771677644e+256,-4.6217220330018816e+256,-4.6381135849688666e+256
0.001,100,0.09556466471539223,0.09327300670184106,0.09280109897772068
0.005,100,0.3190180369046153,0.3035802465647321,0.29996322736840886
0.01,100,0.40091234745794085,0.3578522255453135,0.34683638742976003
0.05,100,0.4928296855358542,0.33598215351099725,0.28778497689814997
0.1,100,0.6044599872336701,0.3147551718161701,0.19853103651396498
0.5,100,0.7299194734366126,0.34723227454058464,0.042059161514643256
1,100,-399325871083.3321,-402478926743.0984,-403718355533.7517
5,100,-5.347330676807472e+124,-5.389552913016277e+124,-5.406149973392103e+124
10,100,-3.4201054397238987e+269,-3.447110408831447e+269,-3.4577257419584964e+269
0.55,100,-5.057628871010261e+251,3.234393036947847e+252,-2.7242528949740535e+252
0.001,100,0.09556466471539223,0.09327300670184106,0.09280109897772068
0.005,100,0.3190180369046153,0.3035802465647321,0.29996322736840886
0.01,100,0.40091234745794085,0.3578522255453135,0.34683638742976003
0.05,100,0.4928296855358542,0.33598215351099725,0.28778497689814997
0.1,100,0.6044599872336701,0.3147551718161701,0.19853103651396498
0.5,100,0.7299194734366126,0.34723227454058464,0.042059161514643256
1,100,-399325871083.3321,-402478926743.0984,-403718355533.7517
5,100,-5.347330676807472e+124,-5.389552913016277e+124,-5.406149973392103e+124
10,100,-3.4201054397238987e+269,-3.447110408831447e+269,-3.4577257419584964e+269
0.25,100,1.2225332769174568e+253,1.8605928598990286e+253,-3.064112805714671e+253
0.001,100,0.09556466471539223,0.09327300670184106,0.09280109897772068
0.005,100,0.29522258979650234,0.2825360316940402,0.27961231541304776
0.01,100,0.3722679496859362,0.34569542818787635,0.3391781175167245
0.05,100,0.4675267513473972,0.3426418752391144,0.30617316998038036
0.1,100,0.539062929533844,0.3252294267692161,0.2527744709285965
0.5,100,0.7186754401610038,0.3333941629126337,0.06697648707234558
1,100,-3.7639365894005886e+27,-3.79365643082388e+27,-3.80533894806487e+27
5,100,-4.9474225674594e+112,-4.986487150686697e+112,-5.001842975119439e+112
10,100,-2.363044312256631e+144,-2.3817027833993842e+144,-2.3890372071505435e+144
0.25,100,0.6574494253488901,0.31301020421104403,0.14785773775435043
0.001,100,0.09556466471539223,0.09327300670184106,0.09280109897772068
0.005,100,0.29522258979650234,0.2825360316940402,0.27961231541304776
0.01,100,0.3722679496859362,0.34569542818787635,0.3391781175167245
0.05,100,0.4675267513473972,0.3426418752391144,0.30617316998038036
0.1,100,0.539062929533844,0.3252294267692161,0.2527744709285965
0.5,100,0.7186754401610038,0.3333941629126337,0.06697648707234558
1,100,-3.7639365894005886e+27,-3.79365643082388e+27,-3.80533894806487e+27
5,100,-4.9474225674594e+112,-4.986487150686697e+112,-5.001842975119439e+112
10,100,-2.363044312256631e+144,-2.3817027833993842e+144,-2.3890372071505435e+144
0.75,100,-5398254.084572989,-5440878.79509473,-5457634.233624586
0.001,100,0.09556466471539223,0.09327300670184106,0.09280109897772068
0.005,100,0.29522258979650234,0.2825360316940402,0.27961231541304776
0.01,100,0.3722679496859362,0.34569542818787635,0.3391781175167245
0.05,100,0.4675267513473972,0.3426418752391144,0.30617316998038036
0.1,100,0.539062929533844,0.3252294267692161,0.2527744709285965
0.5,100,0.7186754401610038,0.3333941629126337,0.06697648707234558
1,100,-3.7639365894005886e+27,-3.79365643082388e+27,-3.80533894806487e+27
5,100,-4.9474225674594e+112,-4.986487150686697e+112,-5.001842975119439e+112
10,100,-2.363044312256631e+144,-2.3817027833993842e+144,-2.3890372071505435e+144
0.65,100,0.7294107907727295,0.34617938391002945,0.04360355750953208
0.001,100,0.08914691700472267,0.14738544662065065,0.07347535911721594
0.005,100,0.22983519577959866,0.3580618376294247,0.18033807591310008
0.01,100,0.2705743859665049,0.3855665709852592,0.197310356961182
0.05,100,0.40084045524582,0.3235887744059194,0.18554800879653566
0.1,100,0.5100909011882936,0.2703678840503137,0.1675042637320754
0.5,100,-2697257101.908311,-4743409948.749155,-2340314624.4844737
1,100,-1.0985257696371563e+54,-1.9318729607955946e+54,-9.531519711705597e+53
5,100,-6.737530725548174e+132,-1.184865552631983e+133,-5.845917200467319e+132
10,100,-8.414189423073434e+163,-1.479723597091121e+164,-7.300694672874114e+163
0.65,100,-1.33430314233068e+28,-2.3465122379647527e+28,-1.1577276613835236e+28
0.001,100,0.10139063250926322,0.06516191155275668,0.04662929893504144
0.005,100,0.37825712476386003,0.24299561786468202,0.17350942087954047
0.01,100,0.5486053625796534,0.3522112167042921,0.25068061379434253
0.05,100,0.6889596513450323,0.4398504575985739,0.3020772325835591
0.1,100,0.6944228391052627,0.44131497713781226,0.28881786249693425
0.5,100,0.7167415241994124,0.46582185702473206,0.20662953549384586
1,100,0.726231884166163,0.49889824757675844,0.14022182897334481
5,100,-2.887075445675941e+84,-1.857951895882546e+84,-1.3380032592797059e+84
10,100,-3.564786934186065e+117,-2.2940871367626003e+117,-1.6520858655503378e+117
0.65,100,0.7205853299019673,0.47647880027825734,0.18353733091982352
0.001,100,0.10139063250926322,0.06516191155275668,0.04662929893504144
0.005,100,0.37825712476386003,0.24299561786468202,0.17350942087954047
0.01,100,0.5486053625796534,0.3522112167042921,0.25068061379434253
0.05,100,0.6889596513450323,0.4398504575985739,0.3020772325835591
0.1,100,0.6944228391052627,0.44131497713781226,0.28881786249693425
0.5,100,0.7167415241994124,0.46582185702473206,0.20662953549384586
1,100,0.726231884166163,0.49889824757675844,0.14022182897334481
5,100,-2.887075445675941e+84,-1.857951895882546e+84,-1.3380032592797059e+84
10,100,-3.564786934186065e+117,-2.2940871367626003e+117,-1.6520858655503378e+117
0.75,100,0.7225543922337576,0.48331248477427574,0.1697993310705161
0.001,100,0.10139063250926322,0.06516191155275668,0.04662929893504144
0.005,100,0.37825712476386003,0.24299561786468202,0.17350942087954047
0.01,100,0.5486053625796534,0.3522112167042921,0.25068061379434253
0.05,100,0.6889596513450323,0.4398504575985739,0.3020772325835591
0.1,100,0.6944228391052627,0.44131497713781226,0.28881786249693425
0.5,100,0.7167415241994124,0.46582185702473206,0.20662953549384586
1,100,0.726231884166163,0.49889824757675844,0.14022182897334481
5,100,-2.887075445675941e+84,-1.857951895882546e+84,-1.3380032592797059e+84
10,100,-3.564786934186065e+117,-2.2940871367626003e+117,-1.6520858655503378e+117
2.5,100,-4.809940570469965e+47,-3.0953947585165183e+47,-2.229147204957691e+47
0.001,100,0.10139063250926322,0.06516191155275668,0.04662929893504144
0.005,100,0.37825712476386003,0.24299561786468202,0.17350942087954047
0.01,100,0.5486053625796534,0.3522112167042921,0.25068061379434253
0.05,100,0.6889596513450323,0.4398504575985739,0.3020772325835591
0.1,100,0.6944228391052627,0.44131497713781226,0.28881786249693425
0.5,100,0.7167415241994124,0.46582185702473206,0.20662953549384586
1,100,0.726231884166163,0.49889824757675844,0.14022182897334481
5,100,-2.887075445675941e+84,-1.857951895882546e+84,-1.3380032592797059e+84
10,100,-3.564786934186065e+117,-2.2940871367626003e+117,-1.6520858655503378e+117
1.5,100,-418323389680826.7,-269208321560691.2,-193870257067298.75
0.001,100,0.10139063250926322,0.06516191155275668,0.04662929893504144
0.005,100,0.37825712476386003,0.24299561786468202,0.17350942087954047
0.01,100,0.5486053625796534,0.3522112167042921,0.25068061379434253
0.05,100,0.6889596513450323,0.4398504575985739,0.3020772325835591
0.1,100,0.6944228391052627,0.44131497713781226,0.28881786249693425
0.5,100,0.7167415241994124,0.46582185702473206,0.20662953549384586
1,100,0.726231884166163,0.49889824757675844,0.14022182897334481
5,100,-2.887075445675941e+84,-1.857951895882546e+84,-1.3380032592797059e+84
10,100,-3.564786934186065e+117,-2.2940871367626003e+117,-1.6520858655503378e+117
1.25,100,-0.3618474197724695,-0.1897993088880925,-0.38927319497337
0.001,100,0.10139063250926322,0.06516191155275668,0.04662929893504144
0.005,100,0.37825712476386003,0.24299561786468202,0.17350942087954047
0.01,100,0.5486053625796534,0.3522112167042921,0.25068061379434253
0.05,100,0.6889596513450323,0.4398504575985739,0.3020772325835591
0.1,100,0.6944228391052627,0.44131497713781226,0.28881786249693425
0.5,100,0.7167415241994124,0.46582185702473206,0.20662953549384586
1,100,0.726231884166163,0.49889824757675844,0.14022182897334481
5,100,-2.887075445675941e+84,-1.857951895882546e+84,-1.3380032592797059e+84
10,100,-3.564786934186065e+117,-2.2940871367626003e+117,-1.6520858655503378e+117
1.15,100,0.7278966427125871,0.5071094851098806,0.12522746227130077
